,ID,Age,Gender,Version,Task,Idx,Left,Right,Item,Acc,Time,Manipulation,Study,Target_or_foil,Item_type,Training_or_control,blindtested
1305,229,4.558988764,2,2,N,9,105,125,105 vs 125,0,posttest,Random,1,foil,partial novel,Training,N
1306,229,4.558988764,2,2,N,10,807,78,807 vs 78,1,posttest,Random,1,NA,completely novel,Training,N
1307,229,4.558988764,2,2,N,11,85,850,85 vs 850,1,posttest,Random,1,NA,completely novel,Training,N
1308,229,4.558988764,2,2,N,12,12,22,12 vs 22,1,posttest,Random,1,NA,completely novel,Training,N
1309,229,4.558988764,2,2,N,13,350,305,350 vs 305,0,posttest,Random,1,foil,partial novel,Training,N
1310,229,4.558988764,2,2,N,14,8,2,8 vs 2,1,posttest,Random,1,target,partial novel,Training,N
1311,229,4.558988764,2,2,N,15,1000,100,1000 vs 100,0,posttest,Random,1,foil,partial novel,Training,N
1312,229,4.558988764,2,2,N,16,206,260,206 vs 260,1,posttest,Random,1,NA,completely novel,Training,N
1313,233,4.002808989,2,2,N,1,36,306,36 vs 306,0,pretest,C,1,NA,completely novel,Control,N
1314,233,4.002808989,2,2,N,2,15,5,15 vs 5,1,pretest,C,1,foil,partial novel,Control,N
1315,233,4.002808989,2,2,N,3,1002,1020,1002 vs 1020,1,pretest,C,1,NA,completely novel,Control,N
1316,233,4.002808989,2,2,N,4,11,24,11 vs 24,0,pretest,C,1,NA,completely novel,Control,N
1317,233,4.002808989,2,2,N,5,670,67,670 vs 67,1,pretest,C,1,foil,partial novel,Control,N
1318,233,4.002808989,2,2,N,6,402,42,402 vs 42,0,pretest,C,1,foil,partial novel,Control,N
1319,233,4.002808989,2,2,N,7,64,604,64 vs 604,1,pretest,C,1,NA,completely novel,Control,N
1320,233,4.002808989,2,2,N,8,201,21,201 vs 21,1,pretest,C,1,target,partial novel,Control,N
1321,233,4.002808989,2,2,N,9,105,125,105 vs 125,1,pretest,C,1,foil,partial novel,Control,N
1322,233,4.002808989,2,2,N,10,807,78,807 vs 78,1,pretest,C,1,NA,completely novel,Control,N
1323,233,4.002808989,2,2,N,11,85,850,85 vs 850,1,pretest,C,1,NA,completely novel,Control,N
1324,233,4.002808989,2,2,N,12,12,22,12 vs 22,1,pretest,C,1,NA,completely novel,Control,N
1325,233,4.002808989,2,2,N,13,350,305,350 vs 305,0,pretest,C,1,foil,partial novel,Control,N
1326,233,4.002808989,2,2,N,14,8,2,8 vs 2,1,pretest,C,1,target,partial novel,Control,N
1327,233,4.002808989,2,2,N,15,1000,100,1000 vs 100,0,pretest,C,1,foil,partial novel,Control,N
1328,233,4.002808989,2,2,N,16,206,260,206 vs 260,1,pretest,C,1,NA,completely novel,Control,N
1329,233,4.002808989,2,1,N,1,11,24,11 vs 24,0,posttest,C,1,NA,completely novel,Control,N
1330,233,4.002808989,2,1,N,2,201,21,201 vs 21,0,posttest,C,1,target,partial novel,Control,N
1331,233,4.002808989,2,1,N,3,8,2,8 vs 2,1,posttest,C,1,target,partial novel,Control,N
1332,233,4.002808989,2,1,N,4,12,22,12 vs 22,1,posttest,C,1,NA,completely novel,Control,N
1333,233,4.002808989,2,1,N,5,105,125,105 vs 125,1,posttest,C,1,foil,partial novel,Control,N
1334,233,4.002808989,2,1,N,6,1000,100,1000 vs 100,0,posttest,C,1,foil,partial novel,Control,N
1335,233,4.002808989,2,1,N,7,15,5,15 vs 5,1,posttest,C,1,foil,partial novel,Control,N
1336,233,4.002808989,2,1,N,8,350,305,350 vs 305,1,posttest,C,1,foil,partial novel,Control,N
1337,233,4.002808989,2,1,N,9,64,604,64 vs 604,1,posttest,C,1,NA,completely novel,Control,N
1338,233,4.002808989,2,1,N,10,206,260,206 vs 260,0,posttest,C,1,NA,completely novel,Control,N
1339,233,4.002808989,2,1,N,11,402,42,402 vs 42,0,posttest,C,1,foil,partial novel,Control,N
1340,233,4.002808989,2,1,N,12,36,306,36 vs 306,1,posttest,C,1,NA,completely novel,Control,N
1341,233,4.002808989,2,1,N,13,670,67,670 vs 67,1,posttest,C,1,foil,partial novel,Control,N
1342,233,4.002808989,2,1,N,14,85,850,85 vs 850,0,posttest,C,1,NA,completely novel,Control,N
1343,233,4.002808989,2,1,N,15,807,78,807 vs 78,1,posttest,C,1,NA,completely novel,Control,N
1344,233,4.002808989,2,1,N,16,1002,1020,1002 vs 1020,0,posttest,C,1,NA,completely novel,Control,N
1345,235,4.882022472,2,1,N,1,11,24,11 vs 24,0,pretest,Random,1,NA,completely novel,Training,N
1346,235,4.882022472,2,1,N,2,201,21,201 vs 21,1,pretest,Random,1,target,partial novel,Training,N
1347,235,4.882022472,2,1,N,3,8,2,8 vs 2,1,pretest,Random,1,target,partial novel,Training,N
1348,235,4.882022472,2,1,N,4,12,22,12 vs 22,1,pretest,Random,1,NA,completely novel,Training,N
1349,235,4.882022472,2,1,N,5,105,125,105 vs 125,0,pretest,Random,1,foil,partial novel,Training,N
1350,235,4.882022472,2,1,N,6,1000,100,1000 vs 100,1,pretest,Random,1,foil,partial novel,Training,N
1351,235,4.882022472,2,1,N,7,15,5,15 vs 5,1,pretest,Random,1,foil,partial novel,Training,N
1352,235,4.882022472,2,1,N,8,350,305,350 vs 305,0,pretest,Random,1,foil,partial novel,Training,N
1353,235,4.882022472,2,1,N,9,64,604,64 vs 604,0,pretest,Random,1,NA,completely novel,Training,N
1354,235,4.882022472,2,1,N,10,206,260,206 vs 260,0,pretest,Random,1,NA,completely novel,Training,N
1355,235,4.882022472,2,1,N,11,402,42,402 vs 42,1,pretest,Random,1,foil,partial novel,Training,N
1356,235,4.882022472,2,1,N,12,36,306,36 vs 306,0,pretest,Random,1,NA,completely novel,Training,N
1357,235,4.882022472,2,1,N,13,670,67,670 vs 67,1,pretest,Random,1,foil,partial novel,Training,N
1358,235,4.882022472,2,1,N,14,85,850,85 vs 850,1,pretest,Random,1,NA,completely novel,Training,N
1359,235,4.882022472,2,1,N,15,807,78,807 vs 78,1,pretest,Random,1,NA,completely novel,Training,N
1360,235,4.882022472,2,1,N,16,1002,1020,1002 vs 1020,0,pretest,Random,1,NA,completely novel,Training,N
1361,235,4.882022472,2,1,N,1,11,24,11 vs 24,0,posttest,Random,1,NA,completely novel,Training,N
1362,235,4.882022472,2,1,N,2,201,21,201 vs 21,0,posttest,Random,1,target,partial novel,Training,N
1363,235,4.882022472,2,1,N,3,8,2,8 vs 2,1,posttest,Random,1,target,partial novel,Training,N
1364,235,4.882022472,2,1,N,4,12,22,12 vs 22,1,posttest,Random,1,NA,completely novel,Training,N
1365,235,4.882022472,2,1,N,5,105,125,105 vs 125,1,posttest,Random,1,foil,partial novel,Training,N
1366,235,4.882022472,2,1,N,6,1000,100,1000 vs 100,1,posttest,Random,1,foil,partial novel,Training,N
1367,235,4.882022472,2,1,N,7,15,5,15 vs 5,1,posttest,Random,1,foil,partial novel,Training,N
1368,235,4.882022472,2,1,N,8,350,305,350 vs 305,0,posttest,Random,1,foil,partial novel,Training,N
1369,235,4.882022472,2,1,N,9,64,604,64 vs 604,0,posttest,Random,1,NA,completely novel,Training,N
1370,235,4.882022472,2,1,N,10,206,260,206 vs 260,1,posttest,Random,1,NA,completely novel,Training,N
1371,235,4.882022472,2,1,N,11,402,42,402 vs 42,0,posttest,Random,1,foil,partial novel,Training,N
1372,235,4.882022472,2,1,N,12,36,306,36 vs 306,0,posttest,Random,1,NA,completely novel,Training,N
1373,235,4.882022472,2,1,N,13,670,67,670 vs 67,1,posttest,Random,1,foil,partial novel,Training,N
1374,235,4.882022472,2,1,N,14,85,850,85 vs 850,1,posttest,Random,1,NA,completely novel,Training,N
1375,235,4.882022472,2,1,N,15,807,78,807 vs 78,0,posttest,Random,1,NA,completely novel,Training,N
1376,235,4.882022472,2,1,N,16,1002,1020,1002 vs 1020,1,posttest,Random,1,NA,completely novel,Training,N
1377,237,3.617977528,2,1,N,1,11,24,11 vs 24,1,pretest,Random,1,NA,completely novel,Training,N
1378,237,3.617977528,2,1,N,2,201,21,201 vs 21,1,pretest,Random,1,target,partial novel,Training,N
1379,237,3.617977528,2,1,N,3,8,2,8 vs 2,1,pretest,Random,1,target,partial novel,Training,N
1380,237,3.617977528,2,1,N,4,12,22,12 vs 22,1,pretest,Random,1,NA,completely novel,Training,N
1381,237,3.617977528,2,1,N,5,105,125,105 vs 125,0,pretest,Random,1,foil,partial novel,Training,N
1382,237,3.617977528,2,1,N,6,1000,100,1000 vs 100,1,pretest,Random,1,foil,partial novel,Training,N
1383,237,3.617977528,2,1,N,7,15,5,15 vs 5,1,pretest,Random,1,foil,partial novel,Training,N
1384,237,3.617977528,2,1,N,8,350,305,350 vs 305,1,pretest,Random,1,foil,partial novel,Training,N
1385,237,3.617977528,2,1,N,9,64,604,64 vs 604,0,pretest,Random,1,NA,completely novel,Training,N
1386,237,3.617977528,2,1,N,10,206,260,206 vs 260,1,pretest,Random,1,NA,completely novel,Training,N
1387,237,3.617977528,2,1,N,11,402,42,402 vs 42,1,pretest,Random,1,foil,partial novel,Training,N
1388,237,3.617977528,2,1,N,12,36,306,36 vs 306,0,pretest,Random,1,NA,completely novel,Training,N
1389,237,3.617977528,2,1,N,13,670,67,670 vs 67,1,pretest,Random,1,foil,partial novel,Training,N
1390,237,3.617977528,2,1,N,14,85,850,85 vs 850,0,pretest,Random,1,NA,completely novel,Training,N
1391,237,3.617977528,2,1,N,15,807,78,807 vs 78,1,pretest,Random,1,NA,completely novel,Training,N
1392,237,3.617977528,2,1,N,16,1002,1020,1002 vs 1020,0,pretest,Random,1,NA,completely novel,Training,N
1393,237,3.617977528,2,2,N,1,36,306,36 vs 306,0,posttest,Random,1,NA,completely novel,Training,N
1394,237,3.617977528,2,2,N,2,15,5,15 vs 5,1,posttest,Random,1,foil,partial novel,Training,N
1395,237,3.617977528,2,2,N,3,1002,1020,1002 vs 1020,0,posttest,Random,1,NA,completely novel,Training,N
1396,237,3.617977528,2,2,N,4,11,24,11 vs 24,1,posttest,Random,1,NA,completely novel,Training,N
1397,237,3.617977528,2,2,N,5,670,67,670 vs 67,1,posttest,Random,1,foil,partial novel,Training,N
1398,237,3.617977528,2,2,N,6,402,42,402 vs 42,1,posttest,Random,1,foil,partial novel,Training,N
1399,237,3.617977528,2,2,N,7,64,604,64 vs 604,1,posttest,Random,1,NA,completely novel,Training,N
1400,237,3.617977528,2,2,N,8,201,21,201 vs 21,1,posttest,Random,1,target,partial novel,Training,N
1401,237,3.617977528,2,2,N,9,105,125,105 vs 125,0,posttest,Random,1,foil,partial novel,Training,N
1402,237,3.617977528,2,2,N,10,807,78,807 vs 78,1,posttest,Random,1,NA,completely novel,Training,N
1403,237,3.617977528,2,2,N,11,85,850,85 vs 850,1,posttest,Random,1,NA,completely novel,Training,N
1404,237,3.617977528,2,2,N,12,12,22,12 vs 22,0,posttest,Random,1,NA,completely novel,Training,N
1405,237,3.617977528,2,2,N,13,350,305,350 vs 305,1,posttest,Random,1,foil,partial novel,Training,N
1406,237,3.617977528,2,2,N,14,8,2,8 vs 2,1,posttest,Random,1,target,partial novel,Training,N
1407,237,3.617977528,2,2,N,15,1000,100,1000 vs 100,1,posttest,Random,1,foil,partial novel,Training,N
1408,237,3.617977528,2,2,N,16,206,260,206 vs 260,0,posttest,Random,1,NA,completely novel,Training,N
1409,240,3.688202247,2,2,N,1,36,306,36 vs 306,0,pretest,Random,1,NA,completely novel,Training,N
1410,240,3.688202247,2,2,N,2,15,5,15 vs 5,0,pretest,Random,1,foil,partial novel,Training,N
1411,240,3.688202247,2,2,N,3,1002,1020,1002 vs 1020,1,pretest,Random,1,NA,completely novel,Training,N
1412,240,3.688202247,2,2,N,4,11,24,11 vs 24,1,pretest,Random,1,NA,completely novel,Training,N
1413,240,3.688202247,2,2,N,5,670,67,670 vs 67,0,pretest,Random,1,foil,partial novel,Training,N
1414,240,3.688202247,2,2,N,6,402,42,402 vs 42,0,pretest,Random,1,foil,partial novel,Training,N
1415,240,3.688202247,2,2,N,7,64,604,64 vs 604,0,pretest,Random,1,NA,completely novel,Training,N
1416,240,3.688202247,2,2,N,8,201,21,201 vs 21,0,pretest,Random,1,target,partial novel,Training,N
1417,240,3.688202247,2,2,N,9,105,125,105 vs 125,1,pretest,Random,1,foil,partial novel,Training,N
1418,240,3.688202247,2,2,N,10,807,78,807 vs 78,0,pretest,Random,1,NA,completely novel,Training,N
1419,240,3.688202247,2,2,N,11,85,850,85 vs 850,0,pretest,Random,1,NA,completely novel,Training,N
1420,240,3.688202247,2,2,N,12,12,22,12 vs 22,1,pretest,Random,1,NA,completely novel,Training,N
1421,240,3.688202247,2,2,N,13,350,305,350 vs 305,0,pretest,Random,1,foil,partial novel,Training,N
1422,240,3.688202247,2,2,N,14,8,2,8 vs 2,1,pretest,Random,1,target,partial novel,Training,N
1423,240,3.688202247,2,2,N,15,1000,100,1000 vs 100,0,pretest,Random,1,foil,partial novel,Training,N
1424,240,3.688202247,2,2,N,16,206,260,206 vs 260,1,pretest,Random,1,NA,completely novel,Training,N
1425,240,3.688202247,2,1,N,1,11,24,11 vs 24,0,posttest,Random,1,NA,completely novel,Training,N
1426,240,3.688202247,2,1,N,2,201,21,201 vs 21,1,posttest,Random,1,target,partial novel,Training,N
1427,240,3.688202247,2,1,N,3,8,2,8 vs 2,1,posttest,Random,1,target,partial novel,Training,N
1428,240,3.688202247,2,1,N,4,12,22,12 vs 22,1,posttest,Random,1,NA,completely novel,Training,N
1429,240,3.688202247,2,1,N,5,105,125,105 vs 125,1,posttest,Random,1,foil,partial novel,Training,N
1430,240,3.688202247,2,1,N,6,1000,100,1000 vs 100,0,posttest,Random,1,foil,partial novel,Training,N
1431,240,3.688202247,2,1,N,7,15,5,15 vs 5,0,posttest,Random,1,foil,partial novel,Training,N
1432,240,3.688202247,2,1,N,8,350,305,350 vs 305,1,posttest,Random,1,foil,partial novel,Training,N
1433,240,3.688202247,2,1,N,9,64,604,64 vs 604,1,posttest,Random,1,NA,completely novel,Training,N
1434,240,3.688202247,2,1,N,10,206,260,206 vs 260,0,posttest,Random,1,NA,completely novel,Training,N
1435,240,3.688202247,2,1,N,11,402,42,402 vs 42,0,posttest,Random,1,foil,partial novel,Training,N
1436,240,3.688202247,2,1,N,12,36,306,36 vs 306,0,posttest,Random,1,NA,completely novel,Training,N
1437,240,3.688202247,2,1,N,13,670,67,670 vs 67,0,posttest,Random,1,foil,partial novel,Training,N
1438,240,3.688202247,2,1,N,14,85,850,85 vs 850,0,posttest,Random,1,NA,completely novel,Training,N
1439,240,3.688202247,2,1,N,15,807,78,807 vs 78,1,posttest,Random,1,NA,completely novel,Training,N
1440,240,3.688202247,2,1,N,16,1002,1020,1002 vs 1020,1,posttest,Random,1,NA,completely novel,Training,N
1441,245,4.721910112,2,1,N,1,11,24,11 vs 24,0,pretest,Random,1,NA,completely novel,Training,Y
1442,245,4.721910112,2,1,N,2,201,21,201 vs 21,1,pretest,Random,1,target,partial novel,Training,Y
1443,245,4.721910112,2,1,N,3,8,2,8 vs 2,1,pretest,Random,1,target,partial novel,Training,Y
1444,245,4.721910112,2,1,N,4,12,22,12 vs 22,1,pretest,Random,1,NA,completely novel,Training,Y
1445,245,4.721910112,2,1,N,5,105,125,105 vs 125,1,pretest,Random,1,foil,partial novel,Training,Y
1446,245,4.721910112,2,1,N,6,1000,100,1000 vs 100,0,pretest,Random,1,foil,partial novel,Training,Y
1447,245,4.721910112,2,1,N,7,15,5,15 vs 5,1,pretest,Random,1,foil,partial novel,Training,Y
1448,245,4.721910112,2,1,N,8,350,305,350 vs 305,0,pretest,Random,1,foil,partial novel,Training,Y
1449,245,4.721910112,2,1,N,9,64,604,64 vs 604,1,pretest,Random,1,NA,completely novel,Training,Y
1450,245,4.721910112,2,1,N,10,206,260,206 vs 260,1,pretest,Random,1,NA,completely novel,Training,Y
1451,245,4.721910112,2,1,N,11,402,42,402 vs 42,0,pretest,Random,1,foil,partial novel,Training,Y
1452,245,4.721910112,2,1,N,12,36,306,36 vs 306,1,pretest,Random,1,NA,completely novel,Training,Y
1453,245,4.721910112,2,1,N,13,670,67,670 vs 67,0,pretest,Random,1,foil,partial novel,Training,Y
1454,245,4.721910112,2,1,N,14,85,850,85 vs 850,0,pretest,Random,1,NA,completely novel,Training,Y
1455,245,4.721910112,2,1,N,15,807,78,807 vs 78,0,pretest,Random,1,NA,completely novel,Training,Y
1456,245,4.721910112,2,1,N,16,1002,1020,1002 vs 1020,0,pretest,Random,1,NA,completely novel,Training,Y
1457,245,4.721910112,2,2,N,1,36,306,36 vs 306,1,posttest,Random,1,NA,completely novel,Training,Y
1458,245,4.721910112,2,2,N,2,15,5,15 vs 5,1,posttest,Random,1,foil,partial novel,Training,Y
1459,245,4.721910112,2,2,N,3,1002,1020,1002 vs 1020,1,posttest,Random,1,NA,completely novel,Training,Y
1460,245,4.721910112,2,2,N,4,11,24,11 vs 24,1,posttest,Random,1,NA,completely novel,Training,Y
1461,245,4.721910112,2,2,N,5,670,67,670 vs 67,0,posttest,Random,1,foil,partial novel,Training,Y
1462,245,4.721910112,2,2,N,6,402,42,402 vs 42,1,posttest,Random,1,foil,partial novel,Training,Y
1463,245,4.721910112,2,2,N,7,64,604,64 vs 604,1,posttest,Random,1,NA,completely novel,Training,Y
1464,245,4.721910112,2,2,N,8,201,21,201 vs 21,1,posttest,Random,1,target,partial novel,Training,Y
1465,245,4.721910112,2,2,N,9,105,125,105 vs 125,0,posttest,Random,1,foil,partial novel,Training,Y
1466,245,4.721910112,2,2,N,10,807,78,807 vs 78,1,posttest,Random,1,NA,completely novel,Training,Y
1467,245,4.721910112,2,2,N,11,85,850,85 vs 850,0,posttest,Random,1,NA,completely novel,Training,Y
1468,245,4.721910112,2,2,N,12,12,22,12 vs 22,0,posttest,Random,1,NA,completely novel,Training,Y
1469,245,4.721910112,2,2,N,13,350,305,350 vs 305,1,posttest,Random,1,foil,partial novel,Training,Y
1470,245,4.721910112,2,2,N,14,8,2,8 vs 2,1,posttest,Random,1,target,partial novel,Training,Y
1471,245,4.721910112,2,2,N,15,1000,100,1000 vs 100,1,posttest,Random,1,foil,partial novel,Training,Y
1472,245,4.721910112,2,2,N,16,206,260,206 vs 260,1,posttest,Random,1,NA,completely novel,Training,Y
1473,246,5.382022472,2,2,N,1,36,306,36 vs 306,1,pretest,Random,1,NA,completely novel,Training,Y
1474,246,5.382022472,2,2,N,2,15,5,15 vs 5,1,pretest,Random,1,foil,partial novel,Training,Y
1475,246,5.382022472,2,2,N,3,1002,1020,1002 vs 1020,1,pretest,Random,1,NA,completely novel,Training,Y
1476,246,5.382022472,2,2,N,4,11,24,11 vs 24,1,pretest,Random,1,NA,completely novel,Training,Y
1477,246,5.382022472,2,2,N,5,670,67,670 vs 67,1,pretest,Random,1,foil,partial novel,Training,Y
1478,246,5.382022472,2,2,N,6,402,42,402 vs 42,1,pretest,Random,1,foil,partial novel,Training,Y
1479,246,5.382022472,2,2,N,7,64,604,64 vs 604,0,pretest,Random,1,NA,completely novel,Training,Y
1480,246,5.382022472,2,2,N,8,201,21,201 vs 21,0,pretest,Random,1,target,partial novel,Training,Y
1481,246,5.382022472,2,2,N,9,105,125,105 vs 125,1,pretest,Random,1,foil,partial novel,Training,Y
1482,246,5.382022472,2,2,N,10,807,78,807 vs 78,0,pretest,Random,1,NA,completely novel,Training,Y
1483,246,5.382022472,2,2,N,11,85,850,85 vs 850,0,pretest,Random,1,NA,completely novel,Training,Y
1484,246,5.382022472,2,2,N,12,12,22,12 vs 22,0,pretest,Random,1,NA,completely novel,Training,Y
1485,246,5.382022472,2,2,N,13,350,305,350 vs 305,1,pretest,Random,1,foil,partial novel,Training,Y
1486,246,5.382022472,2,2,N,14,8,2,8 vs 2,1,pretest,Random,1,target,partial novel,Training,Y
1487,246,5.382022472,2,2,N,15,1000,100,1000 vs 100,1,pretest,Random,1,foil,partial novel,Training,Y
1488,246,5.382022472,2,2,N,16,206,260,206 vs 260,1,pretest,Random,1,NA,completely novel,Training,Y
1489,246,5.382022472,2,1,N,1,11,24,11 vs 24,1,posttest,Random,1,NA,completely novel,Training,Y
1490,246,5.382022472,2,1,N,2,201,21,201 vs 21,1,posttest,Random,1,target,partial novel,Training,Y
1491,246,5.382022472,2,1,N,3,8,2,8 vs 2,1,posttest,Random,1,target,partial novel,Training,Y
1492,246,5.382022472,2,1,N,4,12,22,12 vs 22,1,posttest,Random,1,NA,completely novel,Training,Y
1493,246,5.382022472,2,1,N,5,105,125,105 vs 125,1,posttest,Random,1,foil,partial novel,Training,Y
1494,246,5.382022472,2,1,N,6,1000,100,1000 vs 100,1,posttest,Random,1,foil,partial novel,Training,Y
1495,246,5.382022472,2,1,N,7,15,5,15 vs 5,1,posttest,Random,1,foil,partial novel,Training,Y
1496,246,5.382022472,2,1,N,8,350,305,350 vs 305,1,posttest,Random,1,foil,partial novel,Training,Y
1497,246,5.382022472,2,1,N,9,64,604,64 vs 604,0,posttest,Random,1,NA,completely novel,Training,Y
1498,246,5.382022472,2,1,N,10,206,260,206 vs 260,1,posttest,Random,1,NA,completely novel,Training,Y
1499,246,5.382022472,2,1,N,11,402,42,402 vs 42,1,posttest,Random,1,foil,partial novel,Training,Y
1500,246,5.382022472,2,1,N,12,36,306,36 vs 306,0,posttest,Random,1,NA,completely novel,Training,Y
1501,246,5.382022472,2,1,N,13,670,67,670 vs 67,1,posttest,Random,1,foil,partial novel,Training,Y
1502,246,5.382022472,2,1,N,14,85,850,85 vs 850,1,posttest,Random,1,NA,completely novel,Training,Y
1503,246,5.382022472,2,1,N,15,807,78,807 vs 78,1,posttest,Random,1,NA,completely novel,Training,Y
1504,246,5.382022472,2,1,N,16,1002,1020,1002 vs 1020,0,posttest,Random,1,NA,completely novel,Training,Y
1505,247,5.199438202,2,2,N,1,36,306,36 vs 306,1,pretest,Clustered,1,NA,completely novel,Training,Y
1506,247,5.199438202,2,2,N,2,15,5,15 vs 5,1,pretest,Clustered,1,foil,partial novel,Training,Y
1507,247,5.199438202,2,2,N,3,1002,1020,1002 vs 1020,1,pretest,Clustered,1,NA,completely novel,Training,Y
1508,247,5.199438202,2,2,N,4,11,24,11 vs 24,1,pretest,Clustered,1,NA,completely novel,Training,Y
1509,247,5.199438202,2,2,N,5,670,67,670 vs 67,1,pretest,Clustered,1,foil,partial novel,Training,Y
1510,247,5.199438202,2,2,N,6,402,42,402 vs 42,1,pretest,Clustered,1,foil,partial novel,Training,Y
1511,247,5.199438202,2,2,N,7,64,604,64 vs 604,1,pretest,Clustered,1,NA,completely novel,Training,Y
1512,247,5.199438202,2,2,N,8,201,21,201 vs 21,1,pretest,Clustered,1,target,partial novel,Training,Y
1513,247,5.199438202,2,2,N,9,105,125,105 vs 125,1,pretest,Clustered,1,foil,partial novel,Training,Y
1514,247,5.199438202,2,2,N,10,807,78,807 vs 78,1,pretest,Clustered,1,NA,completely novel,Training,Y
1515,247,5.199438202,2,2,N,11,85,850,85 vs 850,1,pretest,Clustered,1,NA,completely novel,Training,Y
1516,247,5.199438202,2,2,N,12,12,22,12 vs 22,1,pretest,Clustered,1,NA,completely novel,Training,Y
1517,247,5.199438202,2,2,N,13,350,305,350 vs 305,1,pretest,Clustered,1,foil,partial novel,Training,Y
1518,247,5.199438202,2,2,N,14,8,2,8 vs 2,1,pretest,Clustered,1,target,partial novel,Training,Y
1519,247,5.199438202,2,2,N,15,1000,100,1000 vs 100,1,pretest,Clustered,1,foil,partial novel,Training,Y
1520,247,5.199438202,2,2,N,16,206,260,206 vs 260,1,pretest,Clustered,1,NA,completely novel,Training,Y
1521,247,5.199438202,2,1,N,1,11,24,11 vs 24,1,posttest,Clustered,1,NA,completely novel,Training,Y
1522,247,5.199438202,2,1,N,2,201,21,201 vs 21,1,posttest,Clustered,1,target,partial novel,Training,Y
1523,247,5.199438202,2,1,N,3,8,2,8 vs 2,1,posttest,Clustered,1,target,partial novel,Training,Y
1524,247,5.199438202,2,1,N,4,12,22,12 vs 22,1,posttest,Clustered,1,NA,completely novel,Training,Y
1525,247,5.199438202,2,1,N,5,105,125,105 vs 125,1,posttest,Clustered,1,foil,partial novel,Training,Y
1526,247,5.199438202,2,1,N,6,1000,100,1000 vs 100,1,posttest,Clustered,1,foil,partial novel,Training,Y
1527,247,5.199438202,2,1,N,7,15,5,15 vs 5,1,posttest,Clustered,1,foil,partial novel,Training,Y
1528,247,5.199438202,2,1,N,8,350,305,350 vs 305,1,posttest,Clustered,1,foil,partial novel,Training,Y
1529,247,5.199438202,2,1,N,9,64,604,64 vs 604,1,posttest,Clustered,1,NA,completely novel,Training,Y
1530,247,5.199438202,2,1,N,10,206,260,206 vs 260,1,posttest,Clustered,1,NA,completely novel,Training,Y
1531,247,5.199438202,2,1,N,11,402,42,402 vs 42,1,posttest,Clustered,1,foil,partial novel,Training,Y
1532,247,5.199438202,2,1,N,12,36,306,36 vs 306,1,posttest,Clustered,1,NA,completely novel,Training,Y
1533,247,5.199438202,2,1,N,13,670,67,670 vs 67,1,posttest,Clustered,1,foil,partial novel,Training,Y
1534,247,5.199438202,2,1,N,14,85,850,85 vs 850,1,posttest,Clustered,1,NA,completely novel,Training,Y
1535,247,5.199438202,2,1,N,15,807,78,807 vs 78,1,posttest,Clustered,1,NA,completely novel,Training,Y
1536,247,5.199438202,2,1,N,16,1002,1020,1002 vs 1020,1,posttest,Clustered,1,NA,completely novel,Training,Y
1537,250,5.735955056,2,2,N,1,36,306,36 vs 306,1,pretest,Random,1,NA,completely novel,Training,Y
1538,250,5.735955056,2,2,N,2,15,5,15 vs 5,1,pretest,Random,1,foil,partial novel,Training,Y
1539,250,5.735955056,2,2,N,3,1002,1020,1002 vs 1020,0,pretest,Random,1,NA,completely novel,Training,Y
1540,250,5.735955056,2,2,N,4,11,24,11 vs 24,1,pretest,Random,1,NA,completely novel,Training,Y
1541,250,5.735955056,2,2,N,5,670,67,670 vs 67,0,pretest,Random,1,foil,partial novel,Training,Y
1542,250,5.735955056,2,2,N,6,402,42,402 vs 42,1,pretest,Random,1,foil,partial novel,Training,Y
1543,250,5.735955056,2,2,N,7,64,604,64 vs 604,1,pretest,Random,1,NA,completely novel,Training,Y
1544,250,5.735955056,2,2,N,8,201,21,201 vs 21,1,pretest,Random,1,target,partial novel,Training,Y
1545,250,5.735955056,2,2,N,9,105,125,105 vs 125,0,pretest,Random,1,foil,partial novel,Training,Y
1546,250,5.735955056,2,2,N,10,807,78,807 vs 78,1,pretest,Random,1,NA,completely novel,Training,Y
1547,250,5.735955056,2,2,N,11,85,850,85 vs 850,1,pretest,Random,1,NA,completely novel,Training,Y
1548,250,5.735955056,2,2,N,12,12,22,12 vs 22,1,pretest,Random,1,NA,completely novel,Training,Y
1549,250,5.735955056,2,2,N,13,350,305,350 vs 305,0,pretest,Random,1,foil,partial novel,Training,Y
1550,250,5.735955056,2,2,N,14,8,2,8 vs 2,1,pretest,Random,1,target,partial novel,Training,Y
1551,250,5.735955056,2,2,N,15,1000,100,1000 vs 100,0,pretest,Random,1,foil,partial novel,Training,Y
1552,250,5.735955056,2,2,N,16,206,260,206 vs 260,1,pretest,Random,1,NA,completely novel,Training,Y
1553,250,5.735955056,2,1,N,1,11,24,11 vs 24,1,posttest,Random,1,NA,completely novel,Training,Y
1554,250,5.735955056,2,1,N,2,201,21,201 vs 21,1,posttest,Random,1,target,partial novel,Training,Y
1555,250,5.735955056,2,1,N,3,8,2,8 vs 2,1,posttest,Random,1,target,partial novel,Training,Y
1556,250,5.735955056,2,1,N,4,12,22,12 vs 22,0,posttest,Random,1,NA,completely novel,Training,Y
1557,250,5.735955056,2,1,N,5,105,125,105 vs 125,0,posttest,Random,1,foil,partial novel,Training,Y
1558,250,5.735955056,2,1,N,6,1000,100,1000 vs 100,0,posttest,Random,1,foil,partial novel,Training,Y
